dec_true,phi_true,dec_pred,phi_pred,dec_residual,phi_residual,cos_theta_true,cos_theta_pred,ring_distance,angular_error_deg,snr
-1.3446442,-1.8868335,-0.5039754,1.567742,0.8406688,3.4545755,0.5162686632241038,-0.261473181455123,0.7777418446792268,73.51275,22.05302
-0.6064254,-0.18583894,-0.78099835,1.2084069,-0.17457294,1.3942459,0.9067983771119534,0.13019343467535371,0.7766049424365997,59.753387,41.95068
0.38126057,-2.6200633,-0.75472957,1.2763935,-1.1359901,3.8964567,-0.4741817405591249,0.07515569469894245,0.5493374352580673,138.36572,35.749702
-0.7525186,1.7233121,-0.82268524,1.0696617,-0.07016665,-0.6536504,-0.16315808774777052,0.2330013135623421,0.3961594013101126,26.468204,32.1395
-0.6146806,1.0922458,-0.7623236,1.3115984,-0.14764303,0.2193526,0.12453358769011658,0.05851583953373751,0.06601774815637906,12.848148,31.206446
-0.5186828,-0.20936847,-0.78946674,1.1930835,-0.27078396,1.402452,0.9178385884040141,0.14371738136136436,0.7741212070426498,62.971363,41.282032
0.51331127,3.0021493,-0.7012973,1.3890404,-1.2146086,-1.613109,-0.8919524986375933,-0.02413629308100873,0.8678162055565846,110.1813,12.769812
-0.06403052,0.9209392,-0.47032458,1.6432272,-0.40629405,0.722288,0.009373835850755796,-0.32924551481801956,0.33861935066877535,45.856667,9.406274
-0.47118294,-0.61384773,-0.5870203,1.5376785,-0.115837336,2.1515262,0.9986319710706084,-0.18753481949951023,1.1861667905701188,98.95071,27.986242
-0.44041952,-0.8980837,-0.23588416,1.7512147,0.20453537,2.6492984,0.9789661223350521,-0.5436461240313308,1.522612246366383,132.48903,39.997314
0.39540443,-2.021408,0.0018158458,2.016471,-0.39358857,4.037879,0.0038072625395493276,-0.800018353062705,0.8038256156022543,125.14356,30.775133
0.23967122,-0.43495798,-0.38715076,1.838522,-0.626822,2.27348,0.7302911038139008,-0.4915483808349874,1.2218394846488883,132.14085,39.250385
-0.8262245,-3.099519,-0.63272935,1.2338291,0.19349515,4.3333483,-0.1178647713958838,0.035196311882314646,0.15306108327819845,76.54669,33.119755
-1.0077465,-0.20622087,-0.5724428,1.541775,0.43530363,1.7479959,0.8114243723961043,-0.19981183773562394,1.0112362101317283,67.72961,32.73552
1.2686952,-0.51491356,-0.7797834,1.1684726,-2.0484786,1.6833862,-0.17651488650471858,0.15374686360977385,0.33026175011449244,134.0314,8.715919
-0.8389279,2.8172262,-0.64738923,1.4589725,0.19153869,-1.3582537,-0.21726915685421044,-0.10040602035739266,0.11686313649681779,55.867355,17.775787
0.9194291,0.5384426,-0.4120928,1.694305,-1.331522,1.1558623,-0.17476017826625778,-0.39820638456250945,0.22344620629625167,95.42689,21.404255
-0.75967574,2.5269988,-0.7287483,1.3035116,0.03092742,-1.2234871,-0.3275967808508895,0.04399967322341869,0.3715964540743082,50.00453,26.502115
-0.83326125,-0.10278487,-0.5497688,1.5648588,0.28349245,1.6676437,0.842585635049689,-0.22891761637500108,1.07150325142469,70.65432,8.680771
-0.6842289,2.1931894,-0.83921367,1.071444,-0.15498477,-1.1217453,-0.3728525299709382,0.2389155759049082,0.6117681058758464,45.96743,23.3354
-0.32048497,1.1936872,-0.6064521,1.4070688,-0.28596714,0.21338165,-0.10102196315960299,-0.09433866868836116,0.00668329447124183,19.660467,12.844713
-0.91386664,1.2560618,-0.8209982,1.2845315,0.09286845,0.028469682,0.1730266678829766,0.10740969292268954,0.06561697496028707,5.424191,34.083527
-0.65114117,-2.214445,-0.637193,1.5099117,0.0139481425,3.7243567,0.29814497104135285,-0.13734796321716836,0.4354929342585212,99.973885,37.43943
-0.6180944,1.0423949,-0.6168993,1.4973549,0.0011950731,0.45496,0.16173810889043772,-0.14347047255247714,0.30520858144291485,21.191307,24.058157
1.0754728,-0.5747814,-0.64103925,1.4209762,-1.7165121,1.9957576,0.017089006060029277,-0.08134483787438951,0.09843384393441879,133.09549,17.660442
1.0050529,1.841541,-0.4908608,1.6392586,-1.4959137,-0.20228243,-0.7725906064920531,-0.3128873965199719,0.45970320997208125,86.26318,16.356396
-0.10693258,-2.5500858,-0.323804,1.8026159,-0.21687141,4.3527017,-0.21805148424109078,-0.5163145590588334,0.2982630748177426,107.327034,43.085083
0.7212045,-2.196438,-0.6767897,1.4481918,-1.3979943,3.64463,-0.2715213630202964,-0.07488906139794338,0.196632301622353,157.89352,21.778341
-1.0456307,0.21678185,-0.7217596,1.33541,0.32387108,1.1186281,0.6773932361054045,0.020557606733606626,0.6568356293717978,42.599773,30.271078
-0.379433,-2.1348176,-0.86209816,1.1201816,-0.48266515,3.2549992,0.2590621176936665,0.2208248338692016,0.038237283824464896,108.63052,21.746944
-0.39138612,2.983761,-0.75786346,1.2643824,-0.36647734,-1.7193787,-0.5402828601960081,0.08412888294864285,0.624411743144651,80.62924,49.585293
1.1077625,2.6902945,-0.8870521,0.9300184,-1.9948146,-1.7602761,-0.7974596435612691,0.3376485552284141,1.1351081987896832,138.30774,36.518494
-0.15472923,-2.045986,-0.7137454,1.273764,-0.55901617,3.3197498,0.24267080459966728,0.053846626821709265,0.188824177777958,129.35844,19.946077
-0.26400936,-1.8520377,-0.8061551,1.2733929,-0.5421457,3.1254306,0.4466964306372372,0.10548835269652823,0.34120807794070895,118.67838,41.174816
-1.1025234,1.834749,-0.6337144,1.4951619,0.46880907,-0.3395871,0.08601786298882175,-0.13099109614889426,0.217008959137716,29.385693,36.71959
-0.77722436,-2.9755707,-0.60295206,1.4722078,0.1742723,4.4477787,-0.1021324888619195,-0.13738108092049428,0.03524859205857478,75.86953,25.907644
0.88769406,-0.22113848,-0.8641759,0.98234993,-1.7518699,1.2034883,0.1492605444115087,0.3002956796226268,0.1510351352111181,116.27863,27.297493
-0.29360032,-2.0575094,-0.7133719,1.3629827,-0.41977155,3.4204922,0.2896961178371473,-0.0010918679344085191,0.29078798577155585,120.42791,12.264023
0.46702558,-3.0827832,-0.69527394,1.3632162,-1.1622995,4.445999,-0.7971174576551796,-0.01222261243432321,0.7848948452208564,117.96379,23.46577
-0.983985,1.8757498,-0.49056372,1.583808,0.4934213,-0.29194188,-0.026213338625301397,-0.28021853661188095,0.25400519798657956,30.677643,36.510815
1.3156205,2.2075565,-0.035511464,1.7887495,-1.351132,-0.41880703,-0.6602753632986049,-0.6740743634319233,0.013799000133318362,78.69096,43.23
-0.3089568,2.6611936,-0.8311779,1.0923728,-0.5222211,-1.5688208,-0.6917087982227876,0.22320616941585492,0.9149149676386426,76.94484,41.52654
0.77842844,1.84287,-0.8538454,0.99962056,-1.6322739,-0.84324944,-0.8345575994273355,0.2865772630845367,1.1211348625118722,102.60058,27.072277
-0.9050113,-1.2291763,-0.8422063,1.0717858,0.062805,2.300962,0.8265482875825088,0.23997246584753107,0.5865758217349777,71.79245,31.97739
0.035240673,2.0525672,-0.67470187,1.3600779,-0.7099425,-0.6924894,-0.8283441597864307,-0.022762040073246226,0.8055821197131845,54.645103,14.716961
1.0162513,-1.365422,-0.536325,1.5583771,-1.5525763,2.923799,-0.029721053523782626,-0.23410854112472135,0.20438748760093872,151.20354,8.570672
-0.5816986,3.1179664,-0.4070697,1.7028307,0.17462888,-1.4151357,-0.3398299381803599,-0.4064357127875602,0.0666057746072003,70.33709,14.550671
-0.23149785,-2.7932687,-0.4745017,1.5983154,-0.24300385,4.391584,-0.34703824590953936,-0.29975954406238936,0.047278701847149995,99.68216,42.426823
0.8982653,-1.3112068,-0.7614317,1.2573085,-1.659697,2.5685153,0.08586095138256766,0.09035147820132661,0.004490526818758944,156.72368,20.703724
0.32649088,1.6271021,-0.514099,1.615212,-0.8405899,-0.011890173,-0.7075518980662074,-0.2829577662979035,0.42459413176830396,48.166733,21.226881
-0.32084146,3.1234605,-0.47309828,1.5847208,-0.15225682,-1.5387397,-0.5246644007081473,-0.29242521097009966,0.2322391897380477,80.16741,14.017802
0.034849424,2.630985,-0.70870095,1.3387913,-0.74355036,-1.2921938,-0.8925709836993665,0.010751958007479523,0.903322941706846,79.28127,49.31178
-0.43065706,-2.5230203,-0.57747513,1.5838125,-0.14681807,4.1068325,-0.031693790577318026,-0.22105943404119976,0.18936564346388174,101.85703,37.962204
-0.21312094,-0.9225049,-0.1165378,1.9877547,0.096583135,2.9102597,0.9385537663985879,-0.7290491534408741,1.667602919839462,156.96907,16.442608
-0.1520569,-2.8948665,-0.6183314,1.6159734,-0.46627447,4.51084,-0.46339715971532325,-0.21043428663379227,0.252962873081531,94.21133,21.585215
0.62134963,-2.6947489,-1.1471955,0.43996713,-1.7685452,3.134716,-0.582214719464984,0.5795843713211228,1.1617990907861069,149.87035,29.159538
1.4924562,-1.4805349,-0.73673844,1.3722254,-2.2291946,2.8527603,-0.40897218120634804,0.007668659868317995,0.41664084107466604,136.50034,8.762998
1.0388339,2.100506,-0.55967426,1.5436634,-1.5985081,-0.5568427,-0.8155675257624058,-0.20954013925957315,0.6060273865028326,95.31577,31.823902
-0.24467021,2.9408448,-0.03587111,1.8594621,0.2087991,-1.0813826,-0.6570874558660833,-0.7116568445053173,0.054569388639233996,62.322044,24.430235
0.08909756,2.4593523,-0.8763414,1.0524669,-0.96543896,-1.4068854,-0.9259546695371697,0.2649939213859547,1.1909485909231243,87.95743,23.17533
-0.7927484,2.4798138,-0.53809166,1.5633656,0.25465673,-0.91644824,-0.2972275274336802,-0.2359218150708846,0.061305712362795584,42.956062,27.332397
-0.4400221,0.64391494,-0.5227044,1.5517247,-0.08268231,0.90780973,0.3977199467044379,-0.2391884022949693,0.6369083489994072,45.961594,19.069483
0.092386484,2.3574016,-0.40508413,1.690636,-0.49747062,-0.6667656,-0.9217069851178472,-0.40082240472021846,0.5208845803976287,46.937855,35.67511
-0.3273252,-0.5716374,-0.86639345,1.0232404,-0.5390682,1.5948778,0.9846696641632313,0.2776766706116529,0.7069929935515784,76.68963,25.424154
-0.60874474,0.026284456,-0.5518546,1.6003866,0.05689013,1.5741022,0.8204162089962731,-0.24833799198020146,1.0687542009764746,72.69329,37.164673
-0.15514803,2.274011,-0.35295373,1.7225493,-0.1978057,-0.5514616,-0.7905401766708771,-0.45360908063929184,0.3369310960315852,32.53438,35.212246
-0.41174927,-1.7081903,-0.6256442,1.4597923,-0.21389493,3.1679826,0.598688810131323,-0.11502923653451758,0.7137180466658406,120.544525,40.040234
0.6277024,0.63782334,-0.8268203,1.1969317,-1.4545227,0.5591084,-0.0838804307179597,0.1603014717483795,0.2441819024663392,88.13483,39.618786
-1.0069793,-2.8863497,-0.40537703,1.6798971,0.6016023,4.566247,0.10261814273332526,-0.394433124385678,0.49705126711900327,74.8225,12.544318
-0.7835421,2.951125,-0.91764826,0.88864434,-0.13410616,-2.0624804,-0.23434043134770643,0.36935710784617726,0.6036975391938837,69.06675,34.8065
-1.3147488,0.7155392,-0.8627665,0.87973535,0.45198226,0.16419613,0.48441749558741964,0.35904728141268905,0.1253702141747306,26.18579,19.926165
0.3163608,-3.0652397,-0.7040769,1.4075123,-1.0204377,4.472752,-0.7613645506329081,-0.03339352598359957,0.7279710246493085,111.92073,31.136395
-0.7455355,-2.5354257,-0.56480944,1.5081067,0.18072605,4.0435324,0.12284393314107867,-0.18447821237752815,0.3073221455186068,91.24562,10.667282
-0.8418497,-2.8834672,-0.85092914,1.0868807,-0.009079456,3.970348,-0.01173878532272532,0.23492334926769942,0.24666213459042474,74.68937,30.402916
-0.265146,-1.2923583,-0.3570514,1.8109432,-0.091905415,3.1033015,0.8181764381623378,-0.49845988391429596,1.3166363220766337,144.28561,29.317661
0.1787004,1.5387123,-0.9848277,0.8694017,-1.1635281,-0.66931057,-0.6039766539563924,0.39621636691871487,1.0001930208751073,73.8179,13.106606
0.31738526,-0.5595603,-0.6202455,1.437107,-0.9376308,1.9966673,0.695910874253503,-0.10454346456723851,0.8004543388207415,120.050934,34.72223
-1.2053537,-2.1989183,-0.7320431,1.3793827,0.47331065,3.578301,0.4422009410816443,0.0005928019188097267,0.4416081391628346,67.45615,45.118317
-0.92356026,-1.3281394,-0.8309286,1.1240722,0.09263164,2.4522116,0.7904451573590574,0.2045213356925526,0.5859238216665048,74.00845,25.232147
0.6857772,-0.8994572,-0.31128848,1.7731458,-0.99706566,2.6726031,0.3798445246973845,-0.5087918085631058,0.8886363332604903,148.33658,45.767998
0.9684339,-0.43562388,-0.68965226,1.4137821,-1.6580862,1.849406,0.11175942089249613,-0.04622153718033184,0.15798095807282797,130.12805,20.381449
0.87669736,-0.49235606,-0.6626129,1.4284135,-1.5393102,1.9207696,0.20696971361421213,-0.07218381955399833,0.27915353316821045,130.22304,18.588974
0.47621527,-0.1985662,-0.5917808,1.4802443,-1.067996,1.6788105,0.49268949875166346,-0.1496120994478356,0.6423015981994991,109.58721,44.623184
0.96581733,3.0361202,-0.12081995,2.0930724,-1.0866373,-0.94304776,-0.8034570178502072,-0.7653169632626513,0.03814005458755587,76.55759,17.132774
1.1473688,1.2429836,-0.4425217,1.6416439,-1.5898905,0.3986603,-0.5412854427282641,-0.34713190374203906,0.194153538986225,92.76331,30.075142
-0.9387071,-2.867733,-0.09579997,1.9895446,0.84290713,4.857278,0.06280832846092554,-0.7409652767562269,0.8037736052171525,80.671936,26.66291
-0.4249513,-2.4064763,-0.7478726,1.3090842,-0.3229213,3.7155604,0.05735000601964657,0.05165874073187826,0.00569126528776831,106.291016,23.028318
-0.73801833,0.6721475,-0.6801187,1.3776803,0.057899654,0.7055328,0.4559531836054216,-0.03032480736574872,0.4862779909711703,30.57031,47.81343
-0.16331227,-3.1342154,-0.7591633,1.2792151,-0.59585106,4.41343,-0.607467691670851,0.07594201839625914,0.6834097100671102,95.67571,36.8126
-0.39238513,-3.1386378,-0.7040623,1.3639311,-0.31167716,4.5025687,-0.46564500137523424,-0.007318722502266617,0.4583262788729676,84.212555,10.816172
0.068984136,3.0000603,-0.5752634,1.484805,-0.64424753,-1.5152553,-0.7962071465851208,-0.1632126490149748,0.632994497570146,89.486305,10.652269
-0.93337023,1.7089341,-0.9235067,0.81220573,0.009863555,-0.89672834,-0.014860429527754793,0.41185084037137365,0.42671126989912844,30.108866,45.438087
-0.3209279,2.8908732,-0.38993663,1.7324933,-0.06900874,-1.1583799,-0.6248838712443874,-0.4345788958558927,0.19030497538849467,61.85413,35.452652
-0.59334594,1.0588934,-0.9727183,0.09973333,-0.37937236,-0.9591601,0.13859901369700367,0.7373676518278851,0.5987686381308814,43.10261,45.85776
-0.24533315,-3.010523,-0.9257453,0.92320025,-0.6804122,3.9337234,-0.48717623869006044,0.35308154028005667,0.8402577789701171,102.4476,49.314358
0.85747963,-1.4312925,-0.659183,1.4439268,-1.5166626,2.8752193,0.07528838393072457,-0.08373143492768431,0.15901981885840888,164.188,32.601196
-0.11947401,-2.8705025,-0.5701958,1.6177279,-0.4507218,4.48823,-0.46332334430934896,-0.2454521466833559,0.21787119762599305,96.97563,23.481989
0.4566403,-1.9114608,-0.7086089,1.3273331,-1.1652492,3.2387938,0.05762547190681033,0.017710100866192846,0.03991537104061749,164.84161,15.431917
0.9331924,-0.115636826,-0.8597816,1.0594643,-1.792974,1.1751012,0.08079041589561164,0.2543563342846209,0.17356591838900925,117.32856,37.891857
-0.042974707,1.7666996,-0.60434794,1.4880985,-0.56137323,-0.27860105,-0.6579685671181124,-0.14618156325876885,0.5117870038593435,35.429924,16.384829
0.32628638,0.37872934,-0.805,1.1685997,-1.1312864,0.7898704,0.27113982850463714,0.1660447737898174,0.10509505471481972,76.63707,46.75905
0.7490032,-1.6354048,-0.5564543,1.5313398,-1.3054575,3.1667447,0.059522140424226766,-0.204238945527764,0.26376108595199077,168.90901,30.619438
0.5680263,0.92595124,-0.6281769,1.4630364,-1.1962032,0.5370852,-0.267232563790337,-0.11535877023428043,0.15187379355605657,74.34378,8.110541
-0.27744097,-0.40687752,-0.3312171,1.7500306,-0.053776145,2.156908,0.9503617849406698,-0.4832043545585156,1.4335661394991854,114.455765,46.461132
-1.4232818,1.2799194,-0.5765347,1.5271448,0.8467471,0.2472254,0.404815475565907,-0.18828266523039217,0.5930981407962992,48.800953,36.46842
0.8551509,-2.1601975,-0.45741543,1.6145821,-1.3125663,3.7747796,-0.2976406940929337,-0.32100463456176964,0.023363940468835942,143.88419,42.059383
0.9749372,-2.692138,-0.6102097,1.4256966,-1.5851469,4.1178346,-0.5959149254643465,-0.10378341605946995,0.4921315094048766,137.04707,26.70553
-0.6254164,1.067107,-0.55332696,1.5751235,0.07208943,0.5080166,0.14742249552245568,-0.23258003275070482,0.3800025282731605,24.453781,35.45716
-0.06691131,-0.8027117,-0.38239715,1.7080921,-0.31548584,2.5108037,0.9098721375019778,-0.4259514276821772,1.335823565184155,136.2703,48.070248
1.0005879,-0.5162647,-0.9404654,0.8043557,-1.9410534,1.3206203,0.08801327155638994,0.41953957742706827,0.33152630587067833,126.959724,26.60431
-0.74436307,2.2468088,-0.73467505,1.4579118,0.00968802,-0.7888969,-0.3269921321501048,-0.04271260889679551,0.2842795232533093,32.992496,28.933296
-0.056603853,1.0976727,-0.66381377,1.5035512,-0.6072099,0.40587854,-0.14968505257306397,-0.11575825385806748,0.03392679871499649,40.768528,11.472191
-0.3975947,1.6627691,-0.97137624,0.5221868,-0.57378155,-1.1405823,-0.38957348299314454,0.5627325812412263,0.9523060642343708,57.544983,36.581825
-0.6069572,-3.0957232,-0.81861323,1.2788968,-0.21165603,4.37462,-0.28819008449741035,0.10925333972550355,0.3974434242229139,76.672775,40.16971
0.6368153,-1.0526783,-0.6147817,1.4519833,-1.2515969,2.5046616,0.39088229583066614,-0.11725735383435554,0.5081396496650217,150.57257,37.75374
-0.064362966,-1.6622465,-0.58387876,1.5677218,-0.5195158,3.2299683,0.5162007328375879,-0.20733164513448904,0.723532377972077,142.55122,19.677612
1.0104699,-0.06218171,-0.6744147,1.3488123,-1.6848845,1.410994,-0.0012308966517873277,-0.015914874361866005,0.014683977710078677,117.57428,9.459017
1.3990135,2.8559291,-0.837054,1.1645879,-2.2360675,-1.6913413,-0.5923803306377937,0.18392449077147788,0.7763048214092716,138.20274,9.06197
-0.07135401,3.059079,-0.9698944,0.4930061,-0.8985404,-2.566073,-0.7039960643030749,0.5763046197108608,1.2803006840139357,114.47501,32.326714
0.5208819,2.2056787,-0.59436816,1.4927448,-1.1152501,-0.7129339,-0.9723857101482309,-0.15558032444982617,0.8168053856984048,74.63729,20.491526
0.46232837,-0.7356956,-0.53465533,1.6093827,-0.9969837,2.3450785,0.5893619818900184,-0.26542233089751477,0.8547843127875332,139.97272,34.838398
0.42715898,1.700062,-0.5841596,1.5222673,-1.0113186,-0.1777947,-0.7710898214149213,-0.180244660959042,0.5908451604558793,58.749855,29.671616
-0.104147255,-2.8839285,-0.6285324,1.5490552,-0.52438515,4.432984,-0.48075852272028463,-0.16588162165987352,0.3148769010604111,99.25025,24.900349
-0.30978918,-2.2884605,-0.5238215,1.5994033,-0.21403229,3.8878636,0.10142412072540097,-0.2670372245301965,0.3684613452555975,116.937874,24.51601
-1.3928413,-2.9084284,-0.5577514,1.5898862,0.8350899,4.498315,0.3540771710691577,-0.23818498447846326,0.592262155547621,60.724174,8.381781
-0.8080567,-0.92291784,-0.96538275,0.28909105,-0.15732604,1.212009,0.9262737923011777,0.6664205768636879,0.25985321543748974,42.901863,13.801306
0.45640323,0.77747965,-0.8445407,1.1493546,-1.300944,0.37187493,-0.10578151243820955,0.1962089181378417,0.30199043057605124,76.94747,30.594833
0.2735984,-2.400459,-0.7842489,1.2178414,-1.0578473,3.6183004,-0.25790864935875746,0.12622719555156525,0.3841358449103227,142.79117,49.255028
-0.15939881,-1.6677765,-0.70059323,1.3822812,-0.54119444,3.0500576,0.5502421651954577,-0.020515231977753068,0.5707573971732107,130.48761,16.690554
0.7822434,-1.0533864,-0.018407313,2.1815925,-0.80065066,3.234979,0.2620661106685933,-0.8436382734281465,1.1057043840967398,135.98004,25.648558
-1.1849453,3.1143296,-0.89954025,1.0369927,0.2854051,-2.0773368,0.15746552129082336,0.28262055216172755,0.12515503087090418,52.272472,12.2379875
-0.61700547,0.09697485,-0.82174796,1.1335727,-0.20474249,1.0365978,0.785964234253131,0.1947296208739573,0.5912346133791737,45.048927,27.997433
0.07153005,1.8858597,-0.6772474,1.3880087,-0.74877745,-0.497851,-0.7726126634211017,-0.03841837326831321,0.7341942901527885,50.34488,31.20755
-1.0230341,-2.9422104,-0.339,1.8539233,0.6840341,4.796134,0.09352625358396072,-0.531985767044624,0.6255120206285847,71.03608,31.224695
-0.6103796,-2.0714946,-0.63655657,1.4319673,-0.02617699,3.5034618,0.3871629063372364,-0.09096518736548509,0.47812809370272147,105.99498,32.215183
-1.0646787,-2.6361094,-0.63936263,1.4998069,0.42531604,4.135916,0.235978161562441,-0.12996813366564863,0.36594629522808964,71.950905,42.80709
-0.28279114,-1.821103,-0.6445734,1.4294372,-0.36178225,3.2505403,0.47751581659293674,-0.08430423276014398,0.5618200493530807,126.540695,24.990295
0.083291,-1.5790423,-0.68354553,1.3957437,-0.7668365,2.974786,0.5077453362055413,-0.03921226215394569,0.546957598359487,144.53474,12.203088
0.15597327,1.816623,-0.62374914,-0.92947376,-0.7797224,-2.7460966,-0.7687424747158875,0.965425291702303,1.7341677664181905,146.16823,40.518124
-0.50018597,-0.24841046,-0.53429973,1.5408516,-0.034113765,1.789262,0.9306721703152752,-0.22480838126906366,1.155480551584339,85.37979,46.539013
-0.43272042,2.121568,-0.6822011,1.4109638,-0.24948066,-0.7106042,-0.5663088875036593,-0.04923890128846997,0.5170699862151893,37.013443,26.86046
