grad_norm/model._orig_mod.s4_layers.2.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.0.kernel.A_imag,grad_norm/model._orig_mod.s4_layers.0.kernel.log_A_real,grad_norm/model._orig_mod.norms.3.weight,grad_norm/model._orig_mod.s4_layers.3.D,ssm/A_real_mean/model._orig_mod.s4_layers.0.kernel.log_A_real,val/gaussnll,grad_norm/model._orig_mod.encoder.weight,grad_norm/model._orig_mod.s4_layers.0.output_linear.0.bias,val/mse/out_0,grad_norm/model._orig_mod.s4_layers.0.D,train/within_1pct/out_0,lr-AdamW/pg1,ssm/dt_mean/model._orig_mod.s4_layers.0.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.2.output_linear.0.bias,grad_norm/model._orig_mod.s4_layers.2.output_linear.0.weight,train/within_5pct/out_0,grad_norm/model._orig_mod.decoder.bias,val/sigma_0,train/gaussnll,grad_norm/model._orig_mod.s4_layers.1.D,grad_norm/model._orig_mod.s4_layers.0.kernel.C,val/within_50pct/out_0,ssm/dt_mean/model._orig_mod.s4_layers.3.kernel.log_dt,ssm/A_real_mean/model._orig_mod.s4_layers.1.kernel.log_A_real,train/within_10pct/out_0,trainer/global_step,ssm/dt_mean/model._orig_mod.s4_layers.2.kernel.log_dt,train/within_50pct/out_0,grad_norm/model._orig_mod.s4_layers.1.kernel.log_dt,ssm/A_real_max/model._orig_mod.s4_layers.3.kernel.log_A_real,grad_norm/model._orig_mod.norms.1.weight,grad_norm/model._orig_mod.s4_layers.2.kernel.A_imag,ssm/dt_mean/model._orig_mod.s4_layers.1.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.3.kernel.A_imag,grad_norm/model._orig_mod.norms.0.weight,grad_norm/model._orig_mod.s4_layers.3.output_linear.0.bias,ssm/dt_max/model._orig_mod.s4_layers.3.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.1.kernel.log_A_real,train/spread_penalty,val/within_10pct/out_0,train/sigma_0,grad_norm/model._orig_mod.s4_layers.3.kernel.log_A_real,grad_norm/model._orig_mod.s4_layers.3.output_linear.0.weight,grad_norm/model._orig_mod.s4_layers.2.D,ssm/A_real_mean/model._orig_mod.s4_layers.3.kernel.log_A_real,grad_norm/model._orig_mod.s4_layers.1.output_linear.0.bias,ssm/dt_max/model._orig_mod.s4_layers.2.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.1.output_linear.0.weight,train/mse/out_0,grad_norm/model._orig_mod.norms.1.bias,ssm/dt_max/model._orig_mod.s4_layers.1.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.3.kernel.log_dt,ssm/A_real_max/model._orig_mod.s4_layers.0.kernel.log_A_real,grad_norm/model._orig_mod.s4_layers.2.kernel.C,ssm/dt_max/model._orig_mod.s4_layers.0.kernel.log_dt,val/within_5pct/out_0,grad_norm/model._orig_mod.norms.0.bias,ssm/A_real_mean/model._orig_mod.s4_layers.2.kernel.log_A_real,val/within_1pct/out_0,grad_norm/model._orig_mod.s4_layers.1.kernel.C,val/loss,grad_norm/model._orig_mod.norms.2.bias,ssm/A_real_max/model._orig_mod.s4_layers.2.kernel.log_A_real,grad_norm/model._orig_mod.s4_layers.1.kernel.A_imag,grad_norm/model._orig_mod.s4_layers.2.kernel.log_A_real,train/loss,ssm/A_real_max/model._orig_mod.s4_layers.1.kernel.log_A_real,lr-AdamW/pg2,grad_norm/model._orig_mod.s4_layers.3.kernel.C,val/spread_penalty,grad_norm/model._orig_mod.encoder.bias,epoch,grad_norm/model._orig_mod.decoder.weight,grad_norm/model._orig_mod.norms.2.weight,grad_norm/model._orig_mod.norms.3.bias,grad_norm/model._orig_mod.s4_layers.0.kernel.log_dt,grad_norm/model._orig_mod.s4_layers.0.output_linear.0.weight
,,,,,,,,,,,,5e-06,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-06,,,,,,,,,
,,,,,,-0.3639204204082489,,,0.083910271525383,,,,,,,,,0.3102929890155792,,,,0.8669999837875366,,,,1249,,,,,,,,,,,,,,0.23819999396800995,,,,,,,,,,,,,,,,0.1143999993801117,,,0.025800000876188278,,-0.1431340128183365,,,,,,,,,0.7359544634819031,,0.0,,,,,
0.011331159621477127,0.08598721772432327,0.03756474703550339,0.14484785497188568,0.03482908010482788,-0.5,,0.005867530591785908,0.16185840964317322,,0.026512386277318,0.022600000724196434,,0.06861098110675812,0.07936867326498032,2.679858922958374,0.10762500017881393,0.26776108145713806,,-0.23814553022384644,0.03268159553408623,0.06388454884290695,,0.0726170688867569,-0.4999997019767761,0.21427500247955322,1249,0.07617870718240738,0.8226749897003174,0.011341266334056854,-0.5004439949989319,0.1371830701828003,0.12442778050899506,0.06388441473245621,0.10464567691087723,0.13265389204025269,0.08162494748830795,0.9755645394325256,0.04890086501836777,0.7049815058708191,,0.4085614085197449,0.049617841839790344,2.961456775665283,0.03451301530003548,-0.5,0.07926034182310104,0.997451663017273,2.9832067489624023,0.16190968453884125,0.13898617029190063,0.9786413908004761,0.01384954247623682,-0.500500500202179,0.08040992170572281,0.9737883806228638,,0.13054800033569336,-0.5000000596046448,,0.07943833619356155,,0.14132122695446014,-0.5005159974098206,0.09301557391881943,0.042049914598464966,-0.026650896295905113,-0.5005245804786682,,0.08463888615369797,,0.3166504502296448,0.0,6.104733943939209,0.13703761994838715,0.14890514314174652,0.010425776243209839,2.1261813640594482
,,,,,,,,,,,,5.45e-05,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45e-05,,,,,,,,,
,,,,,,-0.33867764472961426,,,0.08379890769720078,,,,,,,,,0.27394962310791016,,,,0.8921999931335449,,,,2499,,,,,,,,,,,,,,0.2345999926328659,,,,,,,,,,,,,,,,0.11940000206232071,,,0.02319999970495701,,-0.11789124459028244,,,,,,,,,0.735954761505127,,1.0,,,,,
0.005619386211037636,0.031225834041833878,0.013941914774477482,0.09194635599851608,0.01932416670024395,-0.49999532103538513,,0.0028977040201425552,0.07273543626070023,,0.01104195136576891,0.022324999794363976,,0.06860005110502243,0.04494528844952583,1.2404667139053345,0.11517500132322311,0.28882935643196106,,-0.33506160974502563,0.014417629688978195,0.025613756850361824,,0.0726132020354271,-0.4999815821647644,0.23194999992847443,2499,0.07618211954832077,0.8823500275611877,0.00497053936123848,-0.5028455853462219,0.06515253335237503,0.05808263644576073,0.06384491920471191,0.05161142721772194,0.059628620743751526,0.05993137136101723,0.9727821350097656,0.01735428161919117,0.7303897142410278,,0.3088783323764801,0.021253708750009537,1.5402380228042603,0.017430128529667854,-0.49997735023498535,0.03829064220190048,0.9964705109596252,1.2235522270202637,0.09366647154092789,0.07790682464838028,0.9741501212120056,0.006103313062340021,-0.5024985074996948,0.03913900628685951,0.9752849340438843,,0.06428247690200806,-0.49998170137405396,,0.0328146368265152,,0.10270702838897705,-0.5031855702400208,0.03991575539112091,0.018859613686800003,-0.11594488471746445,-0.5027977228164673,,0.04186862334609032,,0.14158187806606293,1.0,6.642491340637207,0.07252270728349686,0.15290330350399017,0.004805253818631172,0.9511417150497437
,,,,,,,,,,,,0.00010400000000000001,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010400000000000001,,,,,,,,,
,,,,,,-0.34204211831092834,,,0.08542431145906448,,,,,,,,,0.28326109051704407,,,,0.8496000170707703,,,,3749,,,,,,,,,,,,,,0.2401999980211258,,,,,,,,,,,,,,,,0.11559999734163284,,,0.019200000911951065,,-0.12125611305236816,,,,,,,,,0.7359532117843628,,2.0,,,,,
0.0032378791365772486,0.01401875726878643,0.006430868525058031,0.06279762089252472,0.012461020611226559,-0.49997714161872864,,0.001502910046838224,0.03341243043541908,,0.005142014939337969,0.02302500046789646,,0.06854604184627533,0.026676807552576065,0.5688939690589905,0.11550000309944153,0.29252564907073975,,-0.34680870175361633,0.007026538718491793,0.011791737750172615,,0.07264029234647751,-0.4999599754810333,0.23270000517368317,3749,0.07615923136472702,0.8831250071525574,0.0022798781283199787,-0.5059540867805481,0.03209661692380905,0.03132645785808563,0.06380125880241394,0.029599182307720184,0.02854539267718792,0.045484110713005066,0.9727314710617065,0.007565773092210293,0.7344260215759277,,0.2958807349205017,0.012366295792162418,0.7831676006317139,0.010190563276410103,-0.4999846816062927,0.019316302612423897,0.9955791234970093,0.4996751844882965,0.0866338238120079,0.0490141399204731,0.9712325930595398,0.00322462385520339,-0.506661593914032,0.024175383150577545,0.9761093854904175,,0.03461655229330063,-0.4999627470970154,,0.015326918102800846,,0.08152809739112854,-0.5094478130340576,0.019007334485650063,0.010561708360910416,-0.1264810711145401,-0.507776141166687,,0.026451123878359795,,0.06665188074111938,2.0,6.741737365722656,0.03839978203177452,0.14629828929901123,0.0026377872563898563,0.43212392926216125
,,,,,,,,,,,,0.0001535,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001535,,,,,,,,,
