dec_true,phi_true,dec_pred,phi_pred,dec_residual,phi_residual,cos_theta_true,cos_theta_pred,ring_distance,angular_error_deg,snr
-1.3446442,-1.8868335,-0.92347014,0.46987432,0.42117405,2.3567078,0.5162686632241038,0.5884079309394448,0.07213926771534096,47.02174,22.05302
-0.6064254,-0.18583894,-0.77123284,-0.35866207,-0.16480744,-0.17282313,0.9067983771119534,0.9256996152003669,0.018901238088413486,12.130145,41.95068
0.38126057,-2.6200633,0.94532025,-2.7032573,0.5640597,-0.08319402,-0.4741817405591249,-0.6026876418011131,0.12850590124198824,32.51912,35.749702
-0.7525186,1.7233121,-0.8498825,0.9640253,-0.09736389,-0.7592868,-0.16315808774777052,0.30592051430966194,0.46907860205743246,30.35422,32.1395
-0.6146806,1.0922458,-0.79529893,1.1694031,-0.18061835,0.07715726,0.12453358769011658,0.16081430086265946,0.03628071317254289,10.878005,31.206446
-0.5186828,-0.20936847,-0.8623462,-0.20444787,-0.3436634,0.004920602,0.9178385884040141,0.8642193846064803,0.05361920379753382,19.691628,41.282032
0.51331127,3.0021493,0.7516761,2.8539171,0.23836482,-0.14823222,-0.8919524986375933,-0.9148516030591685,0.022899104421575167,15.258895,12.769812
-0.06403052,0.9209392,-0.37157032,1.7207005,-0.3075398,0.7997613,0.009373835850755796,-0.44028452087655,0.4496583567273058,47.83843,9.406274
-0.47118294,-0.61384773,-0.45873725,-0.78945154,0.012445688,-0.1756038,0.9986319710706084,0.9943911161429426,0.004240854927665794,9.0190735,27.986242
-0.44041952,-0.8980837,-0.25324896,-0.80175155,0.18717057,0.09633213,0.9789661223350521,0.968052036175223,0.01091408615982914,11.909561,39.997314
0.39540443,-2.021408,0.55295074,-1.7934285,0.15754631,0.22797954,0.0038072625395493276,0.08801218707579217,0.08420492453624284,14.693821,30.775133
0.23967122,-0.43495798,-0.19574681,-0.9378344,-0.435418,-0.5028764,0.7302911038139008,0.9303849574602907,0.20009385364638987,37.933098,39.250385
-0.8262245,-3.099519,-0.6977569,1.2797097,0.12846762,4.3792286,-0.1178647713958838,0.041126707527652684,0.1589914789235365,72.38253,33.119755
-1.0077465,-0.20622087,-0.87702346,0.81993604,0.130723,1.0261569,0.8114243723961043,0.3970195468198199,0.41440482557628444,34.209015,32.73552
1.2686952,-0.51491356,0.7423961,-1.8761916,-0.5262991,-1.361278,-0.17651488650471858,-0.07496513965885487,0.10154974684586371,46.28773,8.715919
-0.8389279,2.8172262,-0.5383432,1.5542359,0.30058473,-1.2629902,-0.21726915685421044,-0.23025040744297054,0.012981250588760096,56.27222,17.775787
0.9194291,0.5384426,0.74080163,2.9771116,-0.17862749,2.438669,-0.17476017826625778,-0.8824229742827945,0.7076627960165367,78.7339,21.404255
-0.75967574,2.5269988,-0.5244421,1.5476582,0.23523366,-0.97934055,-0.3275967808508895,-0.23554124504155927,0.09205553580933024,45.98993,26.502115
-0.83326125,-0.10278487,-0.55399823,1.5621188,0.27926302,1.6649036,0.842585635049689,-0.22441867935313492,1.0670043144028238,70.388756,8.680771
-0.6842289,2.1931894,-0.49570227,1.5726545,0.18852663,-0.6205349,-0.3728525299709382,-0.26999417905422674,0.10285835091671147,31.21788,23.3354
-0.32048497,1.1936872,-0.54540026,1.4676057,-0.2249153,0.2739185,-0.10102196315960299,-0.17166688356105242,0.07064492040144943,19.167454,12.844713
-0.91386664,1.2560618,-0.5574771,1.5712584,0.35638952,0.31519663,0.1730266678829766,-0.22746931046418156,0.40049597834715817,24.268074,34.083527
-0.65114117,-2.214445,-0.4765648,-1.172011,0.17457637,1.0424341,0.29814497104135285,0.9034594617017415,0.6053144906603887,50.62981,37.43943
-0.6180944,1.0423949,-0.56047094,1.5486915,0.057623446,0.50629663,0.16173810889043772,-0.21202282562574726,0.373760934516185,24.253065,24.058157
1.0754728,-0.5747814,0.71726304,-2.0336378,-0.3582098,-1.4588563,0.017089006060029277,-0.16203078569904328,0.17911979175907256,51.805172,17.660442
1.0050529,1.841541,0.7148936,2.7438219,-0.29015934,0.9022808,-0.7725906064920531,-0.9465096907425288,0.17391908425047564,36.457092,16.356396
-0.10693258,-2.5500858,0.84135014,-2.8345165,0.9482827,-0.28443074,-0.21805148424109078,-0.6719778830284726,0.45392639878738184,56.189026,43.085083
0.7212045,-2.196438,0.80779976,-2.099113,0.08659524,0.09732509,-0.2715213630202964,-0.24316909479326476,0.02835226822703163,6.3851247,21.778341
-1.0456307,0.21678185,-0.7586891,1.2507842,0.2869416,1.0340023,0.6773932361054045,0.09279526658537485,0.5845979695200296,38.617565,30.271078
-0.379433,-2.1348176,0.24840161,-1.957869,0.6278346,0.17694855,0.2590621176936665,0.12973818342301335,0.12932393427065314,37.321827,21.746944
-0.39138612,2.983761,0.35033864,2.2297187,0.7417247,-0.7540424,-0.5402828601960081,-0.9682583973886913,0.4279755371926832,59.87084,49.585293
1.1077625,2.6902945,0.8398693,3.0240874,-0.26789314,0.33379292,-0.7974596435612691,-0.8455993343378414,0.04813969077657232,18.581137,36.518494
-0.15472923,-2.045986,0.21779694,-1.4082943,0.37252617,0.6376916,0.24267080459966728,0.5441155784708762,0.30144477387120894,42.113457,19.946077
